city,item,course_type,flagged_color,current_color,in_city_list,confidence,richness_score,spice_level,texture
ncr,lemon_peanut_rice,rice,green,green,yes,0.666,3,0,grainy
ncr,manesar_fruits,dessert,white,white,yes,0.666,4,0,soft
ncr,mangodi_ki_sabzi,veg_gravy,green,green,yes,0.666,2,1,saucy
ncr,marwari_kofta,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,matar_paneer,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,matar_paneer_home_style,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,matar_pulao,rice,brown,brown,yes,0.666,2,0,grainy
ncr,mathura_peda,dessert,brown,brown,yes,0.666,4,0,soft
ncr,mattar_paneer,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,mix_pickle,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,mix_veg_handi,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,moongphali_ki_burfi,dessert,brown,brown,yes,0.666,4,0,soft
ncr,mushroom_matar_makhana,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,mushroom_matar_paneer,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,mutter_mushroom_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,mutton_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
ncr,nutree_pulao,rice,red,red,yes,0.666,2,0,grainy
ncr,nutri_matar_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,paneer_bhuna_masala,veg_gravy,red,red,yes,0.666,4,2,saucy
ncr,paneer_dhaniya_adraki,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,paneer_hyderabadi,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,paneer_jaipuri,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,paneer_kalimirch,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,paneer_laung_lachi,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,paneer_madrasi_south_style,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,paneer_makhanwala,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,paneer_malai_kofta,veg_gravy,red,red,yes,0.666,4,0,saucy
ncr,paneer_roganjosh,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,paneer_tak_tak,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,paneer_veg_fusion,veg_gravy,red,red,yes,0.666,4,1,saucy
ncr,pao_bhaji,veg_gravy,brown,brown,yes,0.666,2,1,saucy
ncr,parwal_ki_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
ncr,pasyam_kheer,dessert,brown,brown,yes,0.666,5,0,soft
ncr,patagobhi_matar_ki_sabzi,veg_dry,green,green,yes,0.666,2,1,dry
ncr,paysam_kheer,dessert,brown,brown,yes,0.666,5,0,soft
ncr,paysam_kheer_cold,dessert,brown,brown,yes,0.666,5,0,soft
ncr,paysum_kheer,dessert,brown,brown,yes,0.666,5,0,soft
ncr,peanut_corn_salad,salad,green,green,yes,0.666,1,0,fresh
ncr,pickle_mouth_freshner,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,pista_khoya_burfi,dessert,brown,brown,yes,0.666,5,0,soft
ncr,plain_chaach,veg_gravy,brown,brown,yes,0.666,2,0,saucy
ncr,plain_rce,rice,brown,brown,yes,0.666,2,0,saucy
ncr,pudding_ala_cream,dessert,white,white,yes,0.666,5,0,soft
ncr,pulao,rice,brown,brown,yes,0.666,2,0,grainy
ncr,punjabi_paneer_masala,veg_gravy,red,red,yes,0.666,4,2,saucy
ncr,pyaaz_pulao,rice,brown,brown,yes,0.666,2,0,grainy
ncr,pysam_kheer,dessert,brown,brown,yes,0.666,5,0,soft
ncr,rainbow_pastry,dessert,brown,brown,yes,0.666,4,0,soft
ncr,rajasthani_chicken_curry,nonveg_main,red,red,yes,0.666,3,1,saucy
ncr,rawa_halwa,dessert,brown,brown,yes,0.666,5,0,soft
ncr,rawa_kesri_halwa,dessert,brown,brown,yes,0.666,5,0,soft
ncr,roasted_bellpepper_and_corn_salad,salad,green,green,yes,0.666,1,0,fresh
ncr,roasted_pao,bread,brown,brown,yes,0.666,2,0,saucy
ncr,sauce,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,sevaiyan_kheer,dessert,brown,brown,yes,0.666,5,0,soft
ncr,seviyan_upma,veg_dry,brown,brown,yes,0.666,2,1,grainy
ncr,sezwain_paneer_masala,veg_gravy,red,red,yes,0.666,4,2,saucy
ncr,sitaphal_khata_meetha,veg_dry,red,red,yes,0.666,2,1,dry
ncr,sprout_corn_mix_salad,salad,green,green,yes,0.666,1,0,fresh
ncr,stir_fry_kung_pao_veg,veg_gravy,brown,brown,yes,0.666,2,1,crisp
ncr,strawberry_flavoured_custard,dessert,yellow,yellow,yes,0.666,4,0,soft
ncr,sweet_corn_and_veggies_salad,salad,green,green,yes,0.666,1,0,fresh
ncr,tamatri_pulao,rice,brown,brown,yes,0.666,2,0,grainy
ncr,tawa_chicken,nonveg_main,brown,brown,yes,0.666,3,1,saucy
ncr,tawa_chicken_masala,nonveg_main,brown,brown,yes,0.666,3,2,saucy
ncr,tawa_mix_veg,veg_gravy,brown,brown,yes,0.666,2,1,saucy
ncr,tawa_mushroom,veg_gravy,brown,brown,yes,0.666,2,1,saucy
ncr,tawa_vegetables,veg_gravy,brown,brown,yes,0.666,2,1,saucy
ncr,tiranga_burfi,dessert,brown,brown,yes,0.666,4,0,soft
ncr,upma,veg_dry,brown,brown,yes,0.666,2,1,grainy
ncr,veg_baoli_handi,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,veg_korn_kofta,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,veg_poriyal,veg_dry,green,green,yes,0.666,1,1,dry
ncr,veg_upma,veg_gravy,brown,brown,yes,0.666,2,1,grainy
ncr,vegetable_kofta,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,vegetable_kofta_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,veggetable_kofta_curry,veg_gravy,red,red,yes,0.666,2,1,saucy
ncr,vermicelli_kheer,dessert,brown,brown,yes,0.666,5,0,soft
ncr,vermicilli_kheer,dessert,brown,brown,yes,0.666,5,0,soft
ncr,white_cham_cham,veg_gravy,brown,brown,yes,0.666,2,0,saucy
pune,baingan_bharta,veg_dry,red,red,yes,0.666,2,1,dry
pune,burnt_garlic_soup,soup,brown,brown,yes,0.666,1,0,saucy
pune,carrot_soup,soup,red,red,yes,0.666,1,0,saucy
pune,chavali_sheng_dry,veg_dry,green,green,yes,0.666,2,1,dry
pune,dudhi_masala,veg_gravy,brown,brown,yes,0.666,2,2,saucy
pune,french_beans_dry,veg_dry,green,green,yes,0.666,2,1,dry
pune,kachori_chaat,starter,brown,brown,yes,0.666,4,1,crisp
pune,maharashtrian_bhendi,veg_dry,red,red,yes,0.666,2,1,dry
pune,masala_milk,welcome_drink,brown,brown,yes,0.666,1,0,saucy
pune,nagpuri_vada_bhat,rice,brown,brown,yes,0.666,4,0,crisp
pune,paneer_rajwadi,veg_gravy,red,red,yes,0.666,4,1,saucy
pune,saoji_paneer,veg_dry,red,red,yes,0.666,4,1,dry
pune,shengdana_chutney,chutney,green,green,yes,0.666,2,1,saucy
pune,suran_chettinad,veg_dry,red,red,yes,0.666,2,3,dry
pune,tawa_aloo,veg_dry,brown,brown,yes,0.666,2,1,dry
pune,tawa_mushroom,veg_dry,brown,brown,yes,0.666,2,1,dry
pune,thecha_chutney,chutney,red,red,yes,0.666,1,2,saucy
pune,til_chutney,chutney,brown,brown,yes,0.666,2,1,saucy
pune,tiranga_burfi,dessert,brown,brown,yes,0.666,4,0,soft
pune,veg_poriyal,veg_dry,green,green,yes,0.666,1,1,dry
bangalore,lemon_mojito,welcome_drink,green,green,yes,1.0,1,0,fresh
